statistic,statistic_label,year,residence_adjustment_items,unit,value
EAA18C04,Methane (CH4),2021,Air emissions from air transport by residents abroad,Tonnes,4.291066667
EAA18C04,Methane (CH4),2021,Air emissions by non-residents on the territory,Tonnes,5.1632
EAA18C04,Methane (CH4),2021,Air emissions from land transport by by non-residents on the territory,Tonnes,5.1632
EAA18C04,Methane (CH4),2021,Air emissions from water transport by by non-residents on the territory,Tonnes,3.442133333
EAA18C04,Methane (CH4),2021,Air emissions from air transport by non-residents on the territory,Tonnes,1.721066667
EAA18C04,Methane (CH4),2021,"Total air emissions, without land use, land-use change and forestry, as reported to UNFCCC",Tonnes,627593.7376
EAA18C04,Methane (CH4),2021,Total air emissions as reported to CLRTAP,Tonnes,629119.6474
EAA18C04,Methane (CH4),2022,Total air emissions by resident units,Tonnes,630645.5572
EAA18C04,Methane (CH4),2022,Air emissions by national residents abroad,Tonnes,2.3002
EAA18C04,Methane (CH4),2022,Air emissions by national fishing vessels operating abroad,Tonnes,2.3002
EAA18C04,Methane (CH4),2022,Air emissions from land transport by residents abroad,Tonnes,2.3002
EAA18C04,Methane (CH4),2022,Air emissions from water transport by residents abroad,Tonnes,3.968133333
EAA18C04,Methane (CH4),2022,Air emissions from air transport by residents abroad,Tonnes,5.636066667
EAA18C04,Methane (CH4),2022,Air emissions by non-residents on the territory,Tonnes,7.304
EAA18C04,Methane (CH4),2022,Air emissions from land transport by by non-residents on the territory,Tonnes,7.304
EAA18C04,Methane (CH4),2022,Air emissions from water transport by by non-residents on the territory,Tonnes,4.869333333
EAA18C04,Methane (CH4),2022,Air emissions from air transport by non-residents on the territory,Tonnes,2.434666667
EAA18C04,Methane (CH4),2022,"Total air emissions, without land use, land-use change and forestry, as reported to UNFCCC",Tonnes,630650.561
EAA18C04,Methane (CH4),2022,Total air emissions as reported to CLRTAP,Tonnes,322626.9514
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2010,Total air emissions by resident units,Thousand Tonnes,14603.3418
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2010,Air emissions by national residents abroad,Thousand Tonnes,0.4584
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2010,Air emissions by national fishing vessels operating abroad,Thousand Tonnes,0.4584
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2010,Air emissions from land transport by residents abroad,Thousand Tonnes,0.4584
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2010,Air emissions from water transport by residents abroad,Thousand Tonnes,0.660666667
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2010,Air emissions from air transport by residents abroad,Thousand Tonnes,0.862933333
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2010,Air emissions by non-residents on the territory,Thousand Tonnes,1.0652
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2010,Air emissions from land transport by by non-residents on the territory,Thousand Tonnes,1.0652
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2010,Air emissions from water transport by by non-residents on the territory,Thousand Tonnes,0.710133333
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2010,Air emissions from air transport by non-residents on the territory,Thousand Tonnes,0.355066667
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2010,"Total air emissions, without land use, land-use change and forestry, as reported to UNFCCC",Thousand Tonnes,14603.9487
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2010,Total air emissions as reported to CLRTAP,Thousand Tonnes,14581.1328
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2011,Total air emissions by resident units,Thousand Tonnes,14558.3169
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2011,Air emissions by national residents abroad,Thousand Tonnes,0.387
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2011,Air emissions by national fishing vessels operating abroad,Thousand Tonnes,0.387
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2011,Air emissions from land transport by residents abroad,Thousand Tonnes,0.387
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2011,Air emissions from water transport by residents abroad,Thousand Tonnes,0.566533333
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2011,Air emissions from air transport by residents abroad,Thousand Tonnes,0.746066667
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2011,Air emissions by non-residents on the territory,Thousand Tonnes,0.9256
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2011,Air emissions from land transport by by non-residents on the territory,Thousand Tonnes,0.9256
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2011,Air emissions from water transport by by non-residents on the territory,Thousand Tonnes,0.617066667
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2011,Air emissions from air transport by non-residents on the territory,Thousand Tonnes,0.308533333
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2011,"Total air emissions, without land use, land-use change and forestry, as reported to UNFCCC",Thousand Tonnes,14558.8555
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2011,Total air emissions as reported to CLRTAP,Thousand Tonnes,14927.41305
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2012,Total air emissions by resident units,Thousand Tonnes,15295.9706
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2012,Air emissions by national residents abroad,Thousand Tonnes,0.3324
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2012,Air emissions by national fishing vessels operating abroad,Thousand Tonnes,0.3324
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2012,Air emissions from land transport by residents abroad,Thousand Tonnes,0.3324
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2012,Air emissions from water transport by residents abroad,Thousand Tonnes,0.4422
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2012,Air emissions from air transport by residents abroad,Thousand Tonnes,0.552
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2012,Air emissions by non-residents on the territory,Thousand Tonnes,0.6618
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2012,Air emissions from land transport by by non-residents on the territory,Thousand Tonnes,0.6618
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2012,Air emissions from water transport by by non-residents on the territory,Thousand Tonnes,0.4412
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2012,Air emissions from air transport by non-residents on the territory,Thousand Tonnes,0.2206
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2012,"Total air emissions, without land use, land-use change and forestry, as reported to UNFCCC",Thousand Tonnes,15296.3
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2012,Total air emissions as reported to CLRTAP,Thousand Tonnes,15450.14655
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2013,Total air emissions by resident units,Thousand Tonnes,15603.9931
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2013,Air emissions by national residents abroad,Thousand Tonnes,0.2382
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2013,Air emissions by national fishing vessels operating abroad,Thousand Tonnes,0.2382
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2013,Air emissions from land transport by residents abroad,Thousand Tonnes,0.2382
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2013,Air emissions from water transport by residents abroad,Thousand Tonnes,0.3686
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2013,Air emissions from air transport by residents abroad,Thousand Tonnes,0.499
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2013,Air emissions by non-residents on the territory,Thousand Tonnes,0.6294
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2013,Air emissions from land transport by by non-residents on the territory,Thousand Tonnes,0.6294
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2013,Air emissions from water transport by by non-residents on the territory,Thousand Tonnes,0.4196
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2013,Air emissions from air transport by non-residents on the territory,Thousand Tonnes,0.2098
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2013,"Total air emissions, without land use, land-use change and forestry, as reported to UNFCCC",Thousand Tonnes,15604.3843
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2013,Total air emissions as reported to CLRTAP,Thousand Tonnes,15647.01605
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2014,Total air emissions by resident units,Thousand Tonnes,15689.6478
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2014,Air emissions by national residents abroad,Thousand Tonnes,0.2272
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2014,Air emissions by national fishing vessels operating abroad,Thousand Tonnes,0.2272
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2014,Air emissions from land transport by residents abroad,Thousand Tonnes,0.2272
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2014,Air emissions from water transport by residents abroad,Thousand Tonnes,0.3906
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2014,Air emissions from air transport by residents abroad,Thousand Tonnes,0.554
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2014,Air emissions by non-residents on the territory,Thousand Tonnes,0.7174
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2014,Air emissions from land transport by by non-residents on the territory,Thousand Tonnes,0.7174
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2014,Air emissions from water transport by by non-residents on the territory,Thousand Tonnes,0.478266667
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2014,Air emissions from air transport by non-residents on the territory,Thousand Tonnes,0.239133333
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2014,"Total air emissions, without land use, land-use change and forestry, as reported to UNFCCC",Thousand Tonnes,15690.138
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2014,Total air emissions as reported to CLRTAP,Thousand Tonnes,15975.3772
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2015,Total air emissions by resident units,Thousand Tonnes,16260.6164
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2015,Air emissions by national residents abroad,Thousand Tonnes,0.1938
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2015,Air emissions by national fishing vessels operating abroad,Thousand Tonnes,0.1938
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2015,Air emissions from land transport by residents abroad,Thousand Tonnes,0.1938
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2015,Air emissions from water transport by residents abroad,Thousand Tonnes,0.4645
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2015,Air emissions from air transport by residents abroad,Thousand Tonnes,0.7352
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2015,Air emissions by non-residents on the territory,Thousand Tonnes,1.0059
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2015,Air emissions from land transport by by non-residents on the territory,Thousand Tonnes,1.0059
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2015,Air emissions from water transport by by non-residents on the territory,Thousand Tonnes,0.6706
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2015,Air emissions from air transport by non-residents on the territory,Thousand Tonnes,0.3353
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2015,"Total air emissions, without land use, land-use change and forestry, as reported to UNFCCC",Thousand Tonnes,16261.4285
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2015,Total air emissions as reported to CLRTAP,Thousand Tonnes,16479.86095
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2016,Total air emissions by resident units,Thousand Tonnes,16698.2934
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2016,Air emissions by national residents abroad,Thousand Tonnes,0.178
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2016,Air emissions by national fishing vessels operating abroad,Thousand Tonnes,0.178
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2016,Air emissions from land transport by residents abroad,Thousand Tonnes,0.178
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2016,Air emissions from water transport by residents abroad,Thousand Tonnes,0.346566667
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2016,Air emissions from air transport by residents abroad,Thousand Tonnes,0.515133333
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2016,Air emissions by non-residents on the territory,Thousand Tonnes,0.6837
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2016,Air emissions from land transport by by non-residents on the territory,Thousand Tonnes,0.6837
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2016,Air emissions from water transport by by non-residents on the territory,Thousand Tonnes,0.4558
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2016,Air emissions from air transport by non-residents on the territory,Thousand Tonnes,0.2279
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2016,"Total air emissions, without land use, land-use change and forestry, as reported to UNFCCC",Thousand Tonnes,16698.7991
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2016,Total air emissions as reported to CLRTAP,Thousand Tonnes,16940.8148
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2017,Total air emissions by resident units,Thousand Tonnes,17182.8305
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2017,Air emissions by national residents abroad,Thousand Tonnes,0.1599
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2017,Air emissions by national fishing vessels operating abroad,Thousand Tonnes,0.1599
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2017,Air emissions from land transport by residents abroad,Thousand Tonnes,0.1599
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2017,Air emissions from water transport by residents abroad,Thousand Tonnes,0.199566667
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2017,Air emissions from air transport by residents abroad,Thousand Tonnes,0.239233333
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2017,Air emissions by non-residents on the territory,Thousand Tonnes,0.2789
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2017,Air emissions from land transport by by non-residents on the territory,Thousand Tonnes,0.2789
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2017,Air emissions from water transport by by non-residents on the territory,Thousand Tonnes,0.185933333
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2017,Air emissions from air transport by non-residents on the territory,Thousand Tonnes,0.092966667
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2017,"Total air emissions, without land use, land-use change and forestry, as reported to UNFCCC",Thousand Tonnes,17182.9495
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2017,Total air emissions as reported to CLRTAP,Thousand Tonnes,17358.3663
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2018,Total air emissions by resident units,Thousand Tonnes,17533.7831
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2018,Air emissions by national residents abroad,Thousand Tonnes,0.1183
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2018,Air emissions by national fishing vessels operating abroad,Thousand Tonnes,0.1183
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2018,Air emissions from land transport by residents abroad,Thousand Tonnes,0.1183
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2018,Air emissions from water transport by residents abroad,Thousand Tonnes,0.1634
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2018,Air emissions from air transport by residents abroad,Thousand Tonnes,0.2085
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2018,Air emissions by non-residents on the territory,Thousand Tonnes,0.2536
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2018,Air emissions from land transport by by non-residents on the territory,Thousand Tonnes,0.2536
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2018,Air emissions from water transport by by non-residents on the territory,Thousand Tonnes,0.169066667
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2018,Air emissions from air transport by non-residents on the territory,Thousand Tonnes,0.084533333
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2018,"Total air emissions, without land use, land-use change and forestry, as reported to UNFCCC",Thousand Tonnes,17533.9185
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2018,Total air emissions as reported to CLRTAP,Thousand Tonnes,17275.17295
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2019,Total air emissions by resident units,Thousand Tonnes,17016.4274
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2019,Air emissions by national residents abroad,Thousand Tonnes,0.1146
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2019,Air emissions by national fishing vessels operating abroad,Thousand Tonnes,0.1146
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2019,Air emissions from land transport by residents abroad,Thousand Tonnes,0.1146
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2019,Air emissions from water transport by residents abroad,Thousand Tonnes,0.1757
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2019,Air emissions from air transport by residents abroad,Thousand Tonnes,0.2368
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2019,Air emissions by non-residents on the territory,Thousand Tonnes,0.2979
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2019,Air emissions from land transport by by non-residents on the territory,Thousand Tonnes,0.2979
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2019,Air emissions from water transport by by non-residents on the territory,Thousand Tonnes,0.1986
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2019,Air emissions from air transport by non-residents on the territory,Thousand Tonnes,0.0993
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2019,"Total air emissions, without land use, land-use change and forestry, as reported to UNFCCC",Thousand Tonnes,17016.6107
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2019,Total air emissions as reported to CLRTAP,Thousand Tonnes,17131.30565
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2020,Total air emissions by resident units,Thousand Tonnes,17246.0006
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2020,Air emissions by national residents abroad,Thousand Tonnes,0.0901
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2020,Air emissions by national fishing vessels operating abroad,Thousand Tonnes,0.0901
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2020,Air emissions from land transport by residents abroad,Thousand Tonnes,0.0901
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2020,Air emissions from water transport by residents abroad,Thousand Tonnes,0.095633333
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2020,Air emissions from air transport by residents abroad,Thousand Tonnes,0.101166667
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2020,Air emissions by non-residents on the territory,Thousand Tonnes,0.1067
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2020,Air emissions from land transport by by non-residents on the territory,Thousand Tonnes,0.1067
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2020,Air emissions from water transport by by non-residents on the territory,Thousand Tonnes,0.071133333
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2020,Air emissions from air transport by non-residents on the territory,Thousand Tonnes,0.035566667
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2020,"Total air emissions, without land use, land-use change and forestry, as reported to UNFCCC",Thousand Tonnes,17246.0171
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2020,Total air emissions as reported to CLRTAP,Thousand Tonnes,17409.28425
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2021,Total air emissions by resident units,Thousand Tonnes,17572.5514
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2021,Air emissions by national residents abroad,Thousand Tonnes,0.0713
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2021,Air emissions by national fishing vessels operating abroad,Thousand Tonnes,0.0713
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2021,Air emissions from land transport by residents abroad,Thousand Tonnes,0.0713
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2021,Air emissions from water transport by residents abroad,Thousand Tonnes,0.095733333
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2021,Air emissions from air transport by residents abroad,Thousand Tonnes,0.120166667
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2021,Air emissions by non-residents on the territory,Thousand Tonnes,0.1446
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2021,Air emissions from land transport by by non-residents on the territory,Thousand Tonnes,0.1446
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2021,Air emissions from water transport by by non-residents on the territory,Thousand Tonnes,0.0964
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2021,Air emissions from air transport by non-residents on the territory,Thousand Tonnes,0.0482
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2021,"Total air emissions, without land use, land-use change and forestry, as reported to UNFCCC",Thousand Tonnes,17572.6247
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2021,Total air emissions as reported to CLRTAP,Thousand Tonnes,17615.35015
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2022,Total air emissions by resident units,Thousand Tonnes,17658.0756
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2022,Air emissions by national residents abroad,Thousand Tonnes,0.0644
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2022,Air emissions by national fishing vessels operating abroad,Thousand Tonnes,0.0644
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2022,Air emissions from land transport by residents abroad,Thousand Tonnes,0.0644
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2022,Air emissions from water transport by residents abroad,Thousand Tonnes,0.1111
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2022,Air emissions from air transport by residents abroad,Thousand Tonnes,0.1578
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2022,Air emissions by non-residents on the territory,Thousand Tonnes,0.2045
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2022,Air emissions from land transport by by non-residents on the territory,Thousand Tonnes,0.2045
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2022,Air emissions from water transport by by non-residents on the territory,Thousand Tonnes,0.136333333
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2022,Air emissions from air transport by non-residents on the territory,Thousand Tonnes,0.068166667
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2022,"Total air emissions, without land use, land-use change and forestry, as reported to UNFCCC",Thousand Tonnes,17658.2157
EAA18C05,Methane in CO2 equivalent (CH4_CO2E),2022,Total air emissions as reported to CLRTAP,Thousand Tonnes,18714.59205
EAA18C06,Nitrous oxide (N2O),2010,Total air emissions by resident units,Tonnes,19770.9684
EAA18C06,Nitrous oxide (N2O),2010,Air emissions by national residents abroad,Tonnes,14.7319
EAA18C06,Nitrous oxide (N2O),2010,Air emissions by national fishing vessels operating abroad,Tonnes,14.7319
EAA18C06,Nitrous oxide (N2O),2010,Air emissions from land transport by residents abroad,Tonnes,14.7319
EAA18C06,Nitrous oxide (N2O),2010,Air emissions from water transport by residents abroad,Tonnes,19.59976667
EAA18C06,Nitrous oxide (N2O),2010,Air emissions from air transport by residents abroad,Tonnes,24.46763333
EAA18C06,Nitrous oxide (N2O),2010,Air emissions by non-residents on the territory,Tonnes,29.3355
EAA18C06,Nitrous oxide (N2O),2010,Air emissions from land transport by by non-residents on the territory,Tonnes,29.3355
EAA18C06,Nitrous oxide (N2O),2010,Air emissions from water transport by by non-residents on the territory,Tonnes,19.557
EAA18C06,Nitrous oxide (N2O),2010,Air emissions from air transport by non-residents on the territory,Tonnes,9.7785
EAA18C06,Nitrous oxide (N2O),2010,"Total air emissions, without land use, land-use change and forestry, as reported to UNFCCC",Tonnes,19785.572
EAA18C06,Nitrous oxide (N2O),2010,Total air emissions as reported to CLRTAP,Tonnes,19018.98325
EAA18C06,Nitrous oxide (N2O),2011,Total air emissions by resident units,Tonnes,18252.3945
EAA18C06,Nitrous oxide (N2O),2011,Air emissions by national residents abroad,Tonnes,15.2611
EAA18C06,Nitrous oxide (N2O),2011,Air emissions by national fishing vessels operating abroad,Tonnes,15.2611
EAA18C06,Nitrous oxide (N2O),2011,Air emissions from land transport by residents abroad,Tonnes,15.2611
EAA18C06,Nitrous oxide (N2O),2011,Air emissions from water transport by residents abroad,Tonnes,20.771
EAA18C06,Nitrous oxide (N2O),2011,Air emissions from air transport by residents abroad,Tonnes,26.2809
EAA18C06,Nitrous oxide (N2O),2011,Air emissions by non-residents on the territory,Tonnes,31.7908
EAA18C06,Nitrous oxide (N2O),2011,Air emissions from land transport by by non-residents on the territory,Tonnes,31.7908
EAA18C06,Nitrous oxide (N2O),2011,Air emissions from water transport by by non-residents on the territory,Tonnes,21.19386667
EAA18C06,Nitrous oxide (N2O),2011,Air emissions from air transport by non-residents on the territory,Tonnes,10.59693333
EAA18C06,Nitrous oxide (N2O),2011,"Total air emissions, without land use, land-use change and forestry, as reported to UNFCCC",Tonnes,18268.9242
EAA18C06,Nitrous oxide (N2O),2011,Total air emissions as reported to CLRTAP,Tonnes,18649.71265
EAA18C06,Nitrous oxide (N2O),2012,Total air emissions by resident units,Tonnes,19030.5011
EAA18C06,Nitrous oxide (N2O),2012,Air emissions by national residents abroad,Tonnes,15.8173
EAA18C06,Nitrous oxide (N2O),2012,Air emissions by national fishing vessels operating abroad,Tonnes,15.8173
EAA18C06,Nitrous oxide (N2O),2012,Air emissions from land transport by residents abroad,Tonnes,15.8173
EAA18C06,Nitrous oxide (N2O),2012,Air emissions from water transport by residents abroad,Tonnes,19.8238
EAA18C06,Nitrous oxide (N2O),2012,Air emissions from air transport by residents abroad,Tonnes,23.8303
EAA18C06,Nitrous oxide (N2O),2012,Air emissions by non-residents on the territory,Tonnes,27.8368
EAA18C06,Nitrous oxide (N2O),2012,Air emissions from land transport by by non-residents on the territory,Tonnes,27.8368
EAA18C06,Nitrous oxide (N2O),2012,Air emissions from water transport by by non-residents on the territory,Tonnes,18.55786667
EAA18C06,Nitrous oxide (N2O),2012,Air emissions from air transport by non-residents on the territory,Tonnes,9.278933333
EAA18C06,Nitrous oxide (N2O),2012,"Total air emissions, without land use, land-use change and forestry, as reported to UNFCCC",Tonnes,19042.5205
EAA18C06,Nitrous oxide (N2O),2012,Total air emissions as reported to CLRTAP,Tonnes,19753.99855
EAA18C06,Nitrous oxide (N2O),2013,Total air emissions by resident units,Tonnes,20465.4766
EAA18C06,Nitrous oxide (N2O),2013,Air emissions by national residents abroad,Tonnes,12.9532
EAA18C06,Nitrous oxide (N2O),2013,Air emissions by national fishing vessels operating abroad,Tonnes,12.9532
EAA18C06,Nitrous oxide (N2O),2013,Air emissions from land transport by residents abroad,Tonnes,12.9532
EAA18C06,Nitrous oxide (N2O),2013,Air emissions from water transport by residents abroad,Tonnes,19.66806667
EAA18C06,Nitrous oxide (N2O),2013,Air emissions from air transport by residents abroad,Tonnes,26.38293333
EAA18C06,Nitrous oxide (N2O),2013,Air emissions by non-residents on the territory,Tonnes,33.0978
EAA18C06,Nitrous oxide (N2O),2013,Air emissions from land transport by by non-residents on the territory,Tonnes,33.0978
EAA18C06,Nitrous oxide (N2O),2013,Air emissions from water transport by by non-residents on the territory,Tonnes,22.0652
EAA18C06,Nitrous oxide (N2O),2013,Air emissions from air transport by non-residents on the territory,Tonnes,11.0326
EAA18C06,Nitrous oxide (N2O),2013,"Total air emissions, without land use, land-use change and forestry, as reported to UNFCCC",Tonnes,20485.6212
EAA18C06,Nitrous oxide (N2O),2013,Total air emissions as reported to CLRTAP,Tonnes,20066.79325
EAA18C06,Nitrous oxide (N2O),2014,Total air emissions by resident units,Tonnes,19647.9653
EAA18C06,Nitrous oxide (N2O),2014,Air emissions by national residents abroad,Tonnes,14.1564
EAA18C06,Nitrous oxide (N2O),2014,Air emissions by national fishing vessels operating abroad,Tonnes,14.1564
EAA18C06,Nitrous oxide (N2O),2014,Air emissions from land transport by residents abroad,Tonnes,14.1564
EAA18C06,Nitrous oxide (N2O),2014,Air emissions from water transport by residents abroad,Tonnes,21.8489
EAA18C06,Nitrous oxide (N2O),2014,Air emissions from air transport by residents abroad,Tonnes,29.5414
EAA18C06,Nitrous oxide (N2O),2014,Air emissions by non-residents on the territory,Tonnes,37.2339
